Index, Test Name, Version, SampleGroup Name, Unit, IncreaseIsBetter, Min, Max, Median, Average, StandardDeviation, Sum, Values, 
0,"Tech.Test.DynamicDbBuilderTest.DynamicDbBuilderTestSimplePasses",1,"Time","Millisecond",False,276.2593,276.2593,276.2593,276.2593,0,276.2593,276.2593,
